,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell
23,12/11/2018,3780553,344980,1,344980,A0410303,A04,10,"[41.0, 13.5]",A0410
24,12/11/2018,3780530,253464,1,253464,A0507401,A05,7,"[39.0, 12.0]",A0507
25,12/11/2018,3780514,427203,1,427203,A0306304,A03,6,"[44.25, 10.5]",A0306
26,12/11/2018,3780514,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004
27,12/11/2018,3780504,427755,2,427755,A0202206,A02,2,"[47.5, 6.0]",A0202
28,12/11/2018,3780505,263737,1,263737,A0413203,A04,13,"[42.25, 16.5]",A0413
29,12/11/2018,3780503,371960,1,371960,A0310504,A03,10,"[44.25, 13.5]",A0310
30,12/11/2018,3780497,437987,1,437987,A0507101,A05,7,"[39.0, 12.0]",A0507
31,12/11/2018,3780497,442479,1,442479,A1117201,A11,17,"[19.5, 19.5]",A1117
32,12/11/2018,3780497,448369,1,448369,A0714404,A07,14,"[31.25, 16.5]",A0714
33,12/11/2018,3780497,453963,2,453963,A1120101,A11,20,"[15.25, 21.0]",A1120
34,12/11/2018,3780481,336641,1,336641,A0302402,A03,2,"[44.25, 6.0]",A0302
35,12/11/2018,3780481,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119
36,12/11/2018,3780482,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119
37,12/11/2018,3780482,464707,1,464707,A0321403,A03,21,"[45.5, 22.5]",A0321
38,12/11/2018,3780450,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119
39,12/11/2018,3780450,442946,1,442946,A0309308,A03,9,"[45.5, 13.5]",A0309
40,12/11/2018,3780423,423094,1,423094,A0919502,A09,19,"[26, 21.0]",A0919
41,12/11/2018,3780175,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119
42,12/11/2018,3780173,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119
43,12/11/2018,3780173,441483,1,441483,A0320505,A03,20,"[44.25, 21.0]",A0320
44,12/11/2018,3780138,179875,1,179875,A0322103,A03,22,"[44.25, 22.5]",A0322
45,12/11/2018,3780138,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119
46,12/11/2018,3780125,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119
47,12/11/2018,3780122,412344,1,412344,A0506502,A05,6,"[37.75, 10.5]",A0506
48,12/11/2018,3780122,460231,1,460231,A0919103,A09,19,"[26, 21.0]",A0919
49,12/11/2018,3780114,438415,1,438415,A0512402,A05,12,"[37.75, 15.0]",A0512
50,12/11/2018,3780084,452623,1,452623,A0621204,A06,21,"[35.75, 22.5]",A0621
51,12/11/2018,3780087,374648,1,374648,A0317501,A03,17,"[45.5, 19.5]",A0317
52,12/11/2018,3780080,285652,1,285652,A0314404,A03,14,"[44.25, 16.5]",A0314
53,12/11/2018,3780080,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119
54,12/11/2018,3780069,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119
55,12/11/2018,3780069,402695,1,402695,A0314408,A03,14,"[44.25, 16.5]",A0314
56,12/11/2018,3780060,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119
57,12/11/2018,3780007,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904
58,12/11/2018,3779985,351117,1,351117,A0719502,A07,19,"[32.5, 21.0]",A0719
59,12/11/2018,3779972,442439,1,442439,A0711102,A07,11,"[32.5, 15.0]",A0711
60,12/11/2018,3779923,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119
61,12/11/2018,3779923,452873,1,452873,A0520304,A05,20,"[37.75, 21.0]",A0520
62,12/11/2018,3779930,419208,1,419208,A0503301,A05,3,"[39.0, 9.0]",A0503
63,12/11/2018,3779887,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119
64,12/11/2018,3781799,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119
65,12/11/2018,3781789,335727,1,335727,A0202108,A02,2,"[47.5, 6.0]",A0202
66,12/11/2018,3781784,411107,1,411107,A0614103,A06,14,"[34.5, 16.5]",A0614
67,12/11/2018,3781780,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412
68,12/11/2018,3781778,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906
69,12/11/2018,3781765,366659,2,366659,A0510402,A05,10,"[37.75, 13.5]",A0510
70,12/11/2018,3781765,466406,2,466406,A1007501,A10,7,"[22.75, 12.0]",A1007
71,12/11/2018,3781763,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004
72,12/11/2018,3781737,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412
73,12/11/2018,3781730,288155,1,288155,A0612503,A06,12,"[34.5, 15.0]",A0612
74,12/11/2018,3781730,362503,1,362503,A0710204,A07,10,"[31.25, 13.5]",A0710
75,12/11/2018,3781730,401415,1,401415,A0612101,A06,12,"[34.5, 15.0]",A0612
76,12/11/2018,3781730,401416,1,401416,A0612104,A06,12,"[34.5, 15.0]",A0612
77,12/11/2018,3781722,263928,1,263928,A0416404,A04,16,"[41.0, 18.0]",A0416
78,12/11/2018,3781708,202889,1,202889,A0914502,A09,14,"[24, 16.5]",A0914
79,12/11/2018,3781698,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
80,12/11/2018,3781699,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916
81,12/11/2018,3781691,432234,1,432234,A0407103,A04,7,"[42.25, 12.0]",A0407
82,12/11/2018,3781687,424786,1,424786,A1014403,A10,14,"[20.75, 16.5]",A1014
83,12/11/2018,3781682,253469,1,253469,A0604504,A06,4,"[34.5, 9.0]",A0604
84,12/11/2018,3781680,389088,1,389088,A0309106,A03,9,"[45.5, 13.5]",A0309
85,12/11/2018,3781681,449731,1,449731,A0918103,A09,18,"[24, 19.5]",A0918
86,12/11/2018,3781669,389080,1,389080,A0312506,A03,12,"[44.25, 15.0]",A0312
87,12/11/2018,3781657,264149,1,264149,A0911204,A09,11,"[26, 15.0]",A0911
88,12/11/2018,3781560,349867,1,349867,A0719104,A07,19,"[32.5, 21.0]",A0719
89,12/11/2018,3781548,369973,1,369973,A0606502,A06,6,"[34.5, 10.5]",A0606
90,12/11/2018,3781521,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920
91,12/11/2018,3781521,450078,1,450078,A0904104,A09,4,"[24, 9.0]",A0904
92,12/11/2018,3781521,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004
93,12/11/2018,3781517,340100,1,340100,A0610401,A06,10,"[34.5, 13.5]",A0610
94,12/11/2018,3781517,459891,1,459891,A0916202,A09,16,"[24, 18.0]",A0916
95,12/11/2018,3781517,459892,1,459892,A0917401,A09,17,"[26, 19.5]",A0917
96,12/11/2018,3781517,459893,1,459893,A0919504,A09,19,"[26, 21.0]",A0919
97,12/11/2018,3781509,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
98,12/11/2018,3781499,370781,1,370781,A1008402,A10,8,"[20.75, 12.0]",A1008
99,12/11/2018,3781490,461527,1,461527,A0313306,A03,13,"[45.5, 16.5]",A0313
100,12/11/2018,3781488,454369,2,454369,A0608204,A06,8,"[34.5, 12.0]",A0608
101,12/11/2018,3781477,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406
102,12/11/2018,3781475,403848,1,403848,A0308106,A03,8,"[44.25, 12.0]",A0308
103,12/11/2018,3781474,244579,2,244579,A0701104,A07,1,"[32.5, 6.0]",A0701
104,12/11/2018,3781472,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412
105,12/11/2018,3781471,308519,1,308519,A0520203,A05,20,"[37.75, 21.0]",A0520
106,12/11/2018,3781455,387290,1,387290,A0203502,A02,3,"[48.75, 9.0]",A0203
107,12/11/2018,3781438,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916
108,12/11/2018,3781435,349865,1,349865,A0719103,A07,19,"[32.5, 21.0]",A0719
109,12/11/2018,3781436,445070,1,445070,A0921501,A09,21,"[26, 22.5]",A0921
110,12/11/2018,3781415,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011
111,12/11/2018,3781415,433414,1,433414,A0304207,A03,4,"[44.25, 9.0]",A0304
112,12/11/2018,3781398,441278,1,441278,A0511104,A05,11,"[39.0, 15.0]",A0511
113,12/11/2018,3781389,276870,1,276870,A0913203,A09,13,"[26, 16.5]",A0913
114,12/11/2018,3781366,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011
115,12/11/2018,3781366,352820,1,352820,A0409502,A04,9,"[42.25, 13.5]",A0409
116,12/11/2018,3781359,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406
117,12/11/2018,3781348,358957,1,358957,A0911501,A09,11,"[26, 15.0]",A0911
118,12/11/2018,3781347,436723,1,436723,A0410504,A04,10,"[41.0, 13.5]",A0410
119,12/11/2018,3781342,436723,1,436723,A0410504,A04,10,"[41.0, 13.5]",A0410
120,12/11/2018,3781326,395245,1,395245,A0708403,A07,8,"[31.25, 12.0]",A0708
121,12/11/2018,3781328,295842,1,295842,A0206505,A02,6,"[47.5, 10.5]",A0206
122,12/11/2018,3781318,263737,1,263737,A0413203,A04,13,"[42.25, 16.5]",A0413
123,12/11/2018,3781316,388058,1,388058,A0804501,A08,4,"[28.0, 9.0]",A0804
124,12/11/2018,3781314,392320,1,392320,A0308307,A03,8,"[44.25, 12.0]",A0308
125,12/11/2018,3781285,412682,1,412682,A0805103,A08,5,"[29.25, 10.5]",A0805
126,12/11/2018,3781284,366664,1,366664,A0514201,A05,14,"[37.75, 16.5]",A0514
127,12/11/2018,3781279,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510
128,12/11/2018,3781279,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007
129,12/11/2018,3781276,370816,1,370816,A0910404,A09,10,"[24, 13.5]",A0910
130,12/11/2018,3781276,370817,1,370817,A0910502,A09,10,"[24, 13.5]",A0910
131,12/11/2018,3781266,404936,1,404936,A0620303,A06,20,"[34.5, 21.0]",A0620
132,12/11/2018,3781264,340496,1,340496,A0905202,A09,5,"[26, 10.5]",A0905
133,12/11/2018,3781264,375959,1,375959,A0909202,A09,9,"[26, 13.5]",A0909
134,12/11/2018,3781261,461527,1,461527,A0313306,A03,13,"[45.5, 16.5]",A0313
135,12/11/2018,3781252,408365,1,408365,A0103304,A01,3,"[52.0, 9.0]",A0103
136,12/11/2018,3781252,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004
137,12/11/2018,3781249,458574,1,458574,A0715401,A07,15,"[32.5, 18.0]",A0715
138,12/11/2018,3781250,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008
139,12/11/2018,3781233,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022
140,12/11/2018,3781233,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007
141,12/11/2018,3781233,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008
142,12/11/2018,3781232,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920
143,12/11/2018,3781229,259768,1,259768,A0911102,A09,11,"[26, 15.0]",A0911
144,12/11/2018,3781228,449731,1,449731,A0918103,A09,18,"[24, 19.5]",A0918
145,12/11/2018,3781226,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
146,12/11/2018,3781227,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
147,12/11/2018,3781224,335931,1,335931,A0919102,A09,19,"[26, 21.0]",A0919
148,12/11/2018,3781225,295792,1,295792,A0412403,A04,12,"[41.0, 15.0]",A0412
149,12/11/2018,3781223,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007
150,12/11/2018,3781223,440470,1,440470,A1007403,A10,7,"[22.75, 12.0]",A1007
151,12/11/2018,3781223,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008
152,12/11/2018,3781222,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008
153,12/11/2018,3781222,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008
154,12/11/2018,3781222,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008
155,12/11/2018,3781206,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320
156,12/11/2018,3781203,388041,1,388041,A0804403,A08,4,"[28.0, 9.0]",A0804
157,12/11/2018,3781196,267283,1,267283,A0809104,A08,9,"[29.25, 13.5]",A0809
158,12/11/2018,3781196,311355,1,311355,A0814101,A08,14,"[28.0, 16.5]",A0814
159,12/11/2018,3781197,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
160,12/11/2018,3781197,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904
161,12/11/2018,3781177,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920
162,12/11/2018,3781163,353863,1,353863,A0711303,A07,11,"[32.5, 15.0]",A0711
163,12/11/2018,3781161,366684,1,366684,A0109101,A01,9,"[52.0, 13.5]",A0109
164,12/11/2018,3781151,388051,1,388051,A0901201,A09,1,"[26, 6.0]",A0901
165,12/11/2018,3781138,367593,1,367593,A0701204,A07,1,"[32.5, 6.0]",A0701
166,12/11/2018,3781137,423129,1,423129,A1012104,A10,12,"[20.75, 15.0]",A1012
167,12/11/2018,3781127,348816,1,348816,A0908303,A09,8,"[24, 12.0]",A0908
168,12/11/2018,3781128,335932,1,335932,A1006101,A10,6,"[20.75, 10.5]",A1006
169,12/3/2018,3756186,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901
170,12/3/2018,3755674,395246,1,395246,A0707504,A07,7,"[32.5, 12.0]",A0707
171,12/3/2018,3755671,395245,1,395245,A0708403,A07,8,"[31.25, 12.0]",A0708
172,12/3/2018,3755612,348940,1,348940,A0411203,A04,11,"[42.25, 15.0]",A0411
173,12/3/2018,3755610,335346,1,335346,A1011303,A10,11,"[22.75, 15.0]",A1011
174,12/3/2018,3755572,452659,1,452659,A0908204,A09,8,"[24, 12.0]",A0908
175,12/3/2018,3755561,434125,1,434125,A0912502,A09,12,"[24, 15.0]",A0912
176,12/3/2018,3755548,335346,1,335346,A1011303,A10,11,"[22.75, 15.0]",A1011
177,12/3/2018,3755539,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
178,12/3/2018,3755497,450078,1,450078,A0904104,A09,4,"[24, 9.0]",A0904
179,12/3/2018,3755477,370756,1,370756,A1021303,A10,21,"[22.75, 22.5]",A1021
180,12/3/2018,3755477,370757,1,370757,A1002403,A10,2,"[20.75, 6.0]",A1002
181,12/3/2018,3755477,397537,2,397537,A0802504,A08,2,"[28.0, 6.0]",A0802
182,12/3/2018,3755477,441092,1,441092,A1006402,A10,6,"[20.75, 10.5]",A1006
183,12/3/2018,3755460,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812
184,12/3/2018,3755460,439405,1,439405,A0403203,A04,3,"[42.25, 9.0]",A0403
185,12/3/2018,3755366,290522,1,290522,A0412103,A04,12,"[41.0, 15.0]",A0412
186,12/3/2018,3755339,366681,1,366681,A0104402,A01,4,"[50.75, 9.0]",A0104
187,12/3/2018,3755347,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901
188,12/3/2018,3755252,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901
189,12/3/2018,3755235,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320
190,12/3/2018,3755230,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
191,12/3/2018,3755231,452652,1,452652,A0406302,A04,6,"[41.0, 10.5]",A0406
192,12/3/2018,3755222,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
193,12/3/2018,3755145,370815,1,370815,A0910204,A09,10,"[24, 13.5]",A0910
194,12/3/2018,3755100,372093,1,372093,A1001201,A10,1,"[22.75, 6.0]",A1001
195,12/3/2018,3755094,348791,1,348791,A0902203,A09,2,"[24, 6.0]",A0902
196,12/3/2018,3755094,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
197,12/3/2018,3755086,340788,1,340788,A0814502,A08,14,"[28.0, 16.5]",A0814
198,12/3/2018,3755066,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320
199,12/3/2018,3755031,422250,1,422250,A1109202,A11,9,"[19.5, 13.5]",A1109
200,12/3/2018,3754998,408363,1,408363,A0207102,A02,7,"[48.75, 12.0]",A0207
201,12/3/2018,3754996,419221,1,419221,A0508102,A05,8,"[37.75, 12.0]",A0508
202,12/3/2018,3754996,454584,1,454584,A0619404,A06,19,"[35.75, 21.0]",A0619
203,12/3/2018,3754979,461527,1,461527,A0313306,A03,13,"[45.5, 16.5]",A0313
204,12/3/2018,3754973,441232,1,441232,A0507302,A05,7,"[39.0, 12.0]",A0507
205,12/3/2018,3754968,419208,1,419208,A0503301,A05,3,"[39.0, 9.0]",A0503
206,12/3/2018,3754889,395246,1,395246,A0707504,A07,7,"[32.5, 12.0]",A0707
207,12/3/2018,3754850,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320
208,12/3/2018,3754855,353789,1,353789,A1002402,A10,2,"[20.75, 6.0]",A1002
209,12/3/2018,3754843,440530,2,440530,A1002101,A10,2,"[20.75, 6.0]",A1002
210,12/3/2018,3754774,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
211,12/3/2018,3754768,453965,3,453965,A1019401,A10,19,"[22.75, 21.0]",A1019
212,12/3/2018,3754768,453967,3,453967,A1120203,A11,20,"[15.25, 21.0]",A1120
213,12/3/2018,3754477,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510
214,12/3/2018,3754477,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007
215,12/3/2018,3754278,351020,1,351020,A0902102,A09,2,"[24, 6.0]",A0902
216,12/3/2018,3754170,335931,1,335931,A0919102,A09,19,"[26, 21.0]",A0919
217,12/3/2018,3753607,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920
218,12/3/2018,3753570,459353,1,459353,A1016502,A10,16,"[20.75, 18.0]",A1016
219,12/3/2018,3757349,339227,1,339227,A1017201,A10,17,"[22.75, 19.5]",A1017
220,12/3/2018,3757334,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906
221,12/3/2018,3757324,331622,1,331622,A1003501,A10,3,"[22.75, 9.0]",A1003
222,12/3/2018,3757129,366682,1,366682,A0104403,A01,4,"[50.75, 9.0]",A0104
223,12/3/2018,3757167,344980,1,344980,A0410303,A04,10,"[41.0, 13.5]",A0410
224,12/3/2018,3757011,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412
225,12/3/2018,3757006,348940,1,348940,A0411203,A04,11,"[42.25, 15.0]",A0411
226,12/3/2018,3756999,352820,1,352820,A0409502,A04,9,"[42.25, 13.5]",A0409
227,12/3/2018,3756999,373649,1,373649,A0405302,A04,5,"[42.25, 10.5]",A0405
228,12/3/2018,3756997,403356,1,403356,A1107502,A11,7,"[19.5, 12.0]",A1107
229,12/3/2018,3756990,329167,2,329167,A1106504,A11,6,"[15.25, 10.5]",A1106
230,12/3/2018,3756990,355811,1,355811,A1007202,A10,7,"[22.75, 12.0]",A1007
231,12/3/2018,3756988,431861,1,431861,A0701202,A07,1,"[32.5, 6.0]",A0701
232,12/3/2018,3756985,349867,1,349867,A0719104,A07,19,"[32.5, 21.0]",A0719
233,12/3/2018,3756981,244579,1,244579,A0701104,A07,1,"[32.5, 6.0]",A0701
234,12/3/2018,3756976,432234,1,432234,A0407103,A04,7,"[42.25, 12.0]",A0407
235,12/3/2018,3756976,434113,1,434113,A0407202,A04,7,"[42.25, 12.0]",A0407
236,12/3/2018,3756953,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320
237,12/3/2018,3756959,299865,1,299865,A0412501,A04,12,"[41.0, 15.0]",A0412
238,12/3/2018,3756942,344980,1,344980,A0410303,A04,10,"[41.0, 13.5]",A0410
239,12/3/2018,3756934,403038,1,403038,A0201301,A02,1,"[48.75, 6.0]",A0201
240,12/3/2018,3756837,387270,1,387270,A0904304,A09,4,"[24, 9.0]",A0904
241,12/3/2018,3756832,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904
242,12/3/2018,3756825,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
243,12/3/2018,3756826,264149,1,264149,A0911204,A09,11,"[26, 15.0]",A0911
244,12/3/2018,3756822,267283,1,267283,A0809104,A08,9,"[29.25, 13.5]",A0809
245,12/3/2018,3756819,439893,1,439893,A1005502,A10,5,"[22.75, 10.5]",A1005
246,12/3/2018,3756804,366681,1,366681,A0104402,A01,4,"[50.75, 9.0]",A0104
247,12/3/2018,3756804,366684,1,366684,A0109101,A01,9,"[52.0, 13.5]",A0109
248,12/3/2018,3756799,311661,1,311661,A1005303,A10,5,"[22.75, 10.5]",A1005
249,12/3/2018,3756711,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904
250,12/3/2018,3756444,370780,1,370780,A0910101,A09,10,"[24, 13.5]",A0910
251,12/3/2018,3755622,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906
252,12/3/2018,3755622,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022
253,12/3/2018,3755617,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510
254,12/3/2018,3755617,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007
255,12/3/2018,3755565,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022
256,12/3/2018,3755541,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022
257,12/3/2018,3755540,424784,1,424784,A0516102,A05,16,"[37.75, 18.0]",A0516
258,12/3/2018,3755531,335346,1,335346,A1011303,A10,11,"[22.75, 15.0]",A1011
259,12/3/2018,3755444,450078,1,450078,A0904104,A09,4,"[24, 9.0]",A0904
260,12/3/2018,3755399,348791,1,348791,A0902203,A09,2,"[24, 6.0]",A0902
261,12/3/2018,3755406,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
262,12/3/2018,3755395,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
263,12/3/2018,3755318,359923,1,359923,A0706404,A07,6,"[31.25, 10.5]",A0706
264,12/3/2018,3755311,17769,1,17769,A0404301,A04,4,"[41.0, 9.0]",A0404
265,12/3/2018,3755309,364842,1,364842,A0405201,A04,5,"[42.25, 10.5]",A0405
266,12/3/2018,3755305,311668,1,311668,A0916402,A09,16,"[24, 18.0]",A0916
267,12/3/2018,3755305,406455,1,406455,A0822102,A08,22,"[28.0, 22.5]",A0822
268,12/3/2018,3755304,370781,1,370781,A1008402,A10,8,"[20.75, 12.0]",A1008
269,12/3/2018,3755300,425587,1,425587,A0305504,A03,5,"[45.5, 10.5]",A0305
270,12/3/2018,3755301,371176,1,371176,A0418302,A04,18,"[41.0, 19.5]",A0418
271,12/3/2018,3755289,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007
272,12/3/2018,3755289,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008
273,12/3/2018,3755289,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008
274,12/3/2018,3755289,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008
275,12/3/2018,3755275,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910
276,12/3/2018,3755272,436724,1,436724,A0411302,A04,11,"[42.25, 15.0]",A0411
277,12/3/2018,3755272,436726,1,436726,A0412201,A04,12,"[41.0, 15.0]",A0412
278,12/3/2018,3755272,440970,1,440970,A0418201,A04,18,"[41.0, 19.5]",A0418
279,12/3/2018,3755264,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510
280,12/3/2018,3755264,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007
281,12/3/2018,3755250,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
282,12/3/2018,3755229,397506,1,397506,A1013402,A10,13,"[22.75, 16.5]",A1013
283,12/3/2018,3755229,397509,1,397509,A1015201,A10,15,"[22.75, 18.0]",A1015
284,12/3/2018,3755229,423112,1,423112,A1004402,A10,4,"[20.75, 9.0]",A1004
285,12/3/2018,3755236,420032,2,420032,A0901202,A09,1,"[26, 6.0]",A0901
286,12/3/2018,3755185,461527,1,461527,A0313306,A03,13,"[45.5, 16.5]",A0313
287,12/3/2018,3756465,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009
288,12/3/2018,3755155,459353,1,459353,A1016502,A10,16,"[20.75, 18.0]",A1016
289,12/3/2018,3755131,425969,1,425969,A0304507,A03,4,"[44.25, 9.0]",A0304
290,12/3/2018,3755129,260229,1,260229,A0920303,A09,20,"[24, 21.0]",A0920
291,12/3/2018,3755125,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901
292,12/3/2018,3755093,370815,1,370815,A0910204,A09,10,"[24, 13.5]",A0910
293,12/3/2018,3755093,424782,1,424782,A1015504,A10,15,"[22.75, 18.0]",A1015
294,12/3/2018,3755120,322439,1,322439,A0918401,A09,18,"[24, 19.5]",A0918
295,12/3/2018,3755087,440736,1,440736,A1013401,A10,13,"[22.75, 16.5]",A1013
296,12/3/2018,3755081,292187,1,292187,A0914401,A09,14,"[24, 16.5]",A0914
297,12/3/2018,3755079,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920
